univ	ut	au	tu_au	lumc_au	leiden_au
tu delft	000382879400005	4	1	0	0
leiden univ	000346919800282	5	0	0	2
tu delft	000280744400004	3	3	0	0
leiden univ	000269759900031	1	0	0	1
tu delft	000267223200010	8	1	0	0
leiden univ	000331833602327	9	0	0	6
leiden univ	000318360800002	9	0	0	4
tu delft	000368959200007	3	2	0	0
leiden univ	000268949100009	1	0	0	1
leiden univ	000346970700002	3	0	0	3
leiden univ	000351483000003	7	0	0	7
lumc	000284600900020	6	0	0	2
tu delft	000365645500015	12	2	0	0
tu delft	000390071400029	4	0	0	0
leiden univ	000386334900009	2	0	0	1
leiden univ	000407634000244	9	0	0	7
leiden univ	000345431300001	12	0	0	2
leiden univ	000253445200039	4	0	0	3
tu delft	000393181300006	14	4	0	10
leiden univ	000265068800591	9	0	0	9
tu delft	000408393300018	6	1	0	0
leiden univ	000355048800107	10	0	0	7
leiden univ	000257874200300	6	0	0	1
leiden univ	000284625300045	7	0	0	0
leiden univ	000306030200003	3	0	0	1
leiden univ	000285380800011	22	0	0	14
leiden univ	000315042100092	5	0	2	2
leiden univ	000262265900007	4	0	0	3
leiden univ	000318329400006	10	0	0	2
tu delft	000397879500007	7	1	0	0
leiden univ	000403450500008	3	0	0	3
leiden univ	000368256200001	11	0	0	1
tu delft	000288113000023	6	4	0	0
leiden univ	000293051600135	9	0	0	9
tu delft	000321965700028	3	3	0	0
leiden univ	000411824100491	8	0	0	5
tu delft	000259926000031	25	3	0	0
tu delft	000367236000013	5	2	0	0
leiden univ	000284786500004	3	0	0	2
leiden univ	000293284600053	6	0	0	1
leiden univ	000345188900024	5	0	0	5
leiden univ	000353335900007	2	0	0	1
leiden univ	000381537300005	4	0	0	1
leiden univ	000407897900001	2	0	0	1
tu delft	000258932000007	3	3	0	0
leiden univ	000294096100005	5	0	0	1
leiden univ	000392907600001	1	0	0	1
leiden univ	000364896800015	1	0	0	1
leiden univ	000259944500014	17	0	0	2
tu delft	000378666300002	4	1	0	2
leiden univ	000306044900001	7	0	0	2
tu delft	000275284800014	9	5	0	0
leiden univ	000257932000047	1	0	0	1
tu delft	000418709100007	4	2	0	0
tu delft	000385873300004	6	4	0	0
leiden univ	000325449700002	1	0	0	1
tu delft	000369212200016	3	3	0	0
tu delft	000395798600002	2	1	0	0
tu delft	000352328600014	3	1	0	0
leiden univ	000394271900003	2	0	0	1
leiden univ	000327904600023	30	0	0	4
leiden univ	000288549900005	36	0	0	1
leiden univ	000268874900005	7	0	0	2
leiden univ	000263318200007	10	0	1	5
leiden univ	000416411900004	7	0	0	4
leiden univ	000264456400002	1	0	0	1
leiden univ	000284586300036	8	0	0	1
leiden univ	000267698700079	3	0	0	1
leiden univ	000291097600038	5	0	0	2
tu delft	000315761600014	10	3	0	0
leiden univ	000310693900009	3	0	0	3
leiden univ	000389695700021	17	0	0	1
leiden univ	000262583200023	16	0	0	3
leiden univ	000280297000220	3	0	0	3
leiden univ	000405635400007	6	0	0	6
leiden univ	000323174700004	12	0	0	1
leiden univ	000272728700002	4	0	0	1
tu delft	000258645200005	1	1	0	0
tu delft	000296474200016	2	1	0	0
leiden univ	000302619400013	5	0	0	5
lumc	000406397900017	31	0	0	1
leiden univ	000413032800006	3	0	0	1
tu delft	000259356700015	6	1	0	0
leiden univ	000308728900058	4	0	0	2
leiden univ	000417394600005	1	0	0	1
tu delft	000337889900022	2	2	0	0
lumc	000381730400019	7	0	0	5
tu delft	000318680100003	11	1	0	0
leiden univ	000386894900046	15	0	0	7
tu delft	000254814100019	3	3	0	0
leiden univ	000280853500014	7	0	0	1
leiden univ	000338910000006	1	0	0	1
leiden univ	000260744800011	7	0	0	3
leiden univ	000377605400001	2	0	0	1
tu delft	000207495900004	1	1	0	0
tu delft	000343912300008	4	3	0	0
leiden univ	000383727000006	3	0	0	2
tu delft	000333784200002	4	3	0	0
leiden univ	000296915000009	11	0	0	2
tu delft	000337955800015	4	2	0	0
leiden univ	000256129900033	7	0	0	3
leiden univ	000382836000013	2	0	0	2
leiden univ	000364822800029	7	0	0	7
leiden univ	000292782400071	7	0	0	4
leiden univ	000283675900086	16	0	0	6
leiden univ	000349243501186	22	0	0	1
leiden univ	000380922300008	12	0	0	1
leiden univ	000357836000013	4	0	0	3
leiden univ	000276764000005	20	0	0	1
tu delft	000295116700002	4	4	0	0
leiden univ	000251625000016	1	1	0	0
lumc	000347586000002	38	0	0	3
leiden univ	000402491600019	2	0	0	1
leiden univ	000336482200001	1	0	0	1
tu delft	000384275200005	1	1	0	0
leiden univ	000404777600012	2	0	0	2
leiden univ	000339927000029	3	0	0	2
leiden univ	000270179700067	3	0	0	3
lumc	000352662200021	8	0	0	8
leiden univ	000370860201103	9	0	0	2
leiden univ	000346919802349	8	0	0	3
tu delft	000378973700014	8	1	0	1
tu delft	000371189100007	9	3	0	0
tu delft	000348086100121	10	4	0	0
leiden univ	000296697100009	8	0	0	5
leiden univ	000209470600003	10	0	0	7
tu delft	000372610000006	29	4	0	6
leiden univ	000300679500093	12	0	0	2
leiden univ	000341295500001	5	0	0	1
leiden univ	000338926900010	1	0	0	1
leiden univ	000347744700031	6	0	0	2
tu delft	000412950600019	5	2	0	0
leiden univ	000358546400056	10	0	0	10
leiden univ	000425856400003	9	0	0	3
leiden univ	000340020200005	4	0	0	4
leiden univ	000314178400001	15	0	0	1
leiden univ	000413404800007	6	0	0	1
leiden univ	000276756900649	6	0	0	6
leiden univ	000417143400010	3	0	0	3
leiden univ	000255032500264	7	0	0	2
lumc	000287516800001	3	0	0	1
leiden univ	000379756200411	12	0	0	3
leiden univ	000386971500007	2	0	0	2
leiden univ	000307042800059	6	0	0	3
leiden univ	000262727500291	9	0	0	1
leiden univ	000338844500007	3	0	0	3
tu delft	000310238400002	3	1	0	0
leiden univ	000279559500005	24	0	0	6
tu delft	000342535900002	1	1	0	0
leiden univ	000325853400177	7	0	0	4
lumc	000295768300003	5	0	0	5
leiden univ	000385377200061	4	0	0	1
leiden univ	000381229100001	8	0	0	1
lumc	000278968900043	16	0	0	4
leiden univ	000411824106330	19	0	0	1
tu delft	000208942800007	4	2	0	0
leiden univ	000385627600013	9	0	0	8
leiden univ	000337337400008	2	0	0	2
tu delft	000307494500028	5	1	0	0
leiden univ	000262104701467	6	0	0	6
tu delft	000400618300015	5	4	0	0
tu delft	000406649600004	5	3	0	0
tu delft	000377043400003	5	3	0	0
tu delft	000280576100017	4	2	0	0
leiden univ	000355048800324	15	0	0	15
leiden univ	000309547300026	5	0	0	4
leiden univ	000262766100007	6	0	0	0
tu delft	000385531500019	3	3	0	0
tu delft	000359845800006	5	4	0	0
leiden univ	000305236000066	5	0	0	2
leiden univ	000330433200002	7	0	0	3
leiden univ	000313864700006	1	0	0	1
leiden univ	000361205107445	10	0	0	5
leiden univ	000281321000014	4	0	0	4
leiden univ	000255288100019	5	0	0	1
leiden univ	000265803400003	4	0	0	3
leiden univ	000265401700023	6	0	0	5
leiden univ	000345905000189	1	0	0	1
leiden univ	000323019700065	4	0	0	3
leiden univ	000373809000056	97	0	0	0
leiden univ	000268183700213	6	0	0	2
tu delft	000306361801021	6	3	0	0
leiden univ	000334600400008	19	0	0	13
leiden univ	000286470200021	14	0	0	3
tu delft	000307905800016	5	1	0	4
tu delft	000276339800023	4	2	0	0
leiden univ	000323616800023	9	0	0	1
leiden univ	000271538900072	7	0	0	2
leiden univ	000398204300003	18	0	0	10
leiden univ	000413181401033	7	0	0	1
leiden univ	000268183100004	11	0	0	1
leiden univ	000417892100017	5	0	0	5
leiden univ	000271947600011	7	0	0	7
leiden univ	000260633700117	5	0	0	3
leiden univ	000270932800014	15	0	0	2
tu delft	000389786100009	5	4	0	0
tu delft	000351415400003	6	1	0	0
leiden univ	000261299900001	3	0	0	1
tu delft	000346173200007	7	5	0	0
leiden univ	000295368300003	2	0	0	2
tu delft	000377257300011	5	0	0	0
tu delft	000362417700001	6	6	0	0
leiden univ	000302487900087	16	0	0	1
leiden univ	000259162800009	6	0	0	2
leiden univ	000301562400012	2	0	0	1
tu delft	000336346700007	2	2	0	0
leiden univ	000287003900029	8	0	0	2
leiden univ	000260871600101	6	0	0	6
leiden univ	000293402600100	11	0	0	4
tu delft	000313931000007	2	1	0	0
tu delft	000353309600020	101	1	0	9
tu delft	000290214200013	8	3	0	0
leiden univ	000269657200006	1	0	0	1
leiden univ	000313474000006	13	0	0	5
tu delft	000300970400005	6	3	0	0
leiden univ	000386775900004	5	2	0	1
leiden univ	000346291600014	35	0	0	1
leiden univ	000267080800035	13	0	0	6
tu delft	000272029600001	4	0	0	0
leiden univ	000377999200008	2	0	0	1
tu delft	000257201100033	10	0	0	0
leiden univ	000330443500133	8	0	0	3
tu delft	000317481900005	4	4	0	0
lumc	000324749500042	6	0	0	2
leiden univ	000312213800045	11	1	0	3
leiden univ	000291468400133	13	0	0	1
leiden univ	000298082300010	1	0	0	1
tu delft	000313318000049	2	1	0	0
leiden univ	000267928600001	7	0	0	6
lumc	000281136400016	6	0	0	6
leiden univ	000301169100004	1	0	0	0
leiden univ	000327385000052	18	0	0	1
lumc	000340726200006	12	0	1	0
tu delft	000347019700005	3	1	0	2
tu delft	000283746600004	5	1	0	0
leiden univ	000326971400004	9	0	0	9
leiden univ	000357837900013	1	0	0	1
tu delft	000275613900035	4	1	0	0
tu delft	000378366900014	7	2	0	5
leiden univ	000265835900003	4	0	0	1
leiden univ	000330978500083	15	0	1	6
leiden univ	000330507300074	16	0	0	1
leiden univ	000273772400010	15	0	0	3
leiden univ	000366711700001	11	0	0	4
leiden univ	000264306600028	1	0	0	1
tu delft	000254658300014	3	3	0	0
tu delft	000312973600007	9	1	0	0
leiden univ	000258197700007	9	0	0	8
leiden univ	000401523101055	6	0	0	1
tu delft	000349210700013	4	1	0	0
leiden univ	000375960200015	10	0	0	5
tu delft	000345517800010	3	3	0	0
leiden univ	000305457801040	9	0	0	1
tu delft	000251778000004	3	3	0	0
leiden univ	000295245300012	2	0	0	1
lumc	000335106700011	6	0	1	0
leiden univ	000293961000003	19	0	0	2
leiden univ	000361204903352	5	0	0	5
leiden univ	000262023600014	6	4	0	0
leiden univ	000260330100195	8	0	0	4
lumc	000308012402562	10	0	1	1
leiden univ	000255953100012	4	0	0	2
tu delft	000323538100039	1	1	0	0
leiden univ	000259577200022	6	0	0	2
leiden univ	000349668200001	2	0	0	1
leiden univ	000343002600021	2	0	0	1
tu delft	000335088100001	5	3	0	0
leiden univ	000362672700004	26	0	0	1
leiden univ	000284578800016	96	0	0	1
leiden univ	000375385800009	4	0	0	3
lumc	000256395800006	6	0	0	1
lumc	000347716500013	6	0	1	5
tu delft	000281567000078	5	4	0	0
leiden univ	000391287100024	2	0	0	1
leiden univ	000360768400004	4	0	0	3
leiden univ	000279349500005	1	0	0	1
leiden univ	000277106200037	13	0	0	13
leiden univ	000380167600002	10	0	0	3
leiden univ	000290778300006	3	0	0	1
leiden univ	000401872300019	16	0	0	1
tu delft	000286324100002	4	4	0	0
tu delft	000390215900157	1	1	0	0
leiden univ	000370860202241	10	0	0	1
leiden univ	000281112600052	2	0	0	2
leiden univ	000284215300002	1	0	0	1
leiden univ	000271032500043	5	0	0	4
leiden univ	000269009900372	9	0	0	3
tu delft	000323106500029	3	3	0	0
tu delft	000346954300009	6	2	0	0
leiden univ	000326664500010	2	0	0	0
leiden univ	000252713200013	5	0	0	0
leiden univ	000335194300003	10	0	0	3
leiden univ	000398089200003	11	0	0	1
leiden univ	000398416700028	6	0	0	3
tu delft	000363418900016	5	1	0	0
tu delft	000338043700001	5	1	0	0
leiden univ	000309097300007	9	0	0	7
tu delft	000401739600007	2	1	0	0
tu delft	000279236300010	4	3	0	0
leiden univ	000401781900006	16	0	0	12
leiden univ	000389635900032	13	0	0	1
tu delft	000397695500022	3	3	0	0
tu delft	000269069100008	5	1	0	0
leiden univ	000325913600295	3	0	0	3
leiden univ	000277299400360	8	0	0	1
leiden univ	000300895000007	5	0	0	5
leiden univ	000319552600004	2	0	0	2
tu delft	000388913500005	9	3	0	0
leiden univ	000317299700132	5	0	1	0
leiden univ	000264545900193	6	0	0	6
leiden univ	000280186200005	5	0	0	5
tu delft	000356781300001	6	1	0	0
tu delft	000289917000013	4	1	0	0
leiden univ	000404042700018	5	0	0	4
tu delft	000394065300005	12	8	0	0
leiden univ	000361228000006	7	0	0	7
tu delft	000405315600003	3	1	0	0
leiden univ	000377107503372	10	0	0	1
leiden univ	000288611300027	4	0	0	4
tu delft	000356369500005	1	1	0	0
leiden univ	000305082000013	4	0	0	4
leiden univ	000277580600004	7	0	0	1
tu delft	000392784300016	3	2	0	0
tu delft	000391080200028	3	3	0	0
tu delft	000297182200007	5	4	0	0
leiden univ	000361768800002	1	0	0	1
leiden univ	000339976100005	3	0	0	1
leiden univ	000385805800012	4	0	0	1
tu delft	000342626000005	4	1	0	0
leiden univ	000344384902025	7	0	0	1
tu delft	000269112800026	4	3	0	0
leiden univ	000327716400015	9	0	0	8
tu delft	000260884400007	3	3	0	0
leiden univ	000310247700090	4	0	0	1
leiden univ	000333266100014	8	0	0	2
lumc	000331587904139	6	0	0	6
tu delft	000322738900031	5	4	0	0
leiden univ	000275543500040	6	0	0	1
tu delft	000275900100003	5	5	0	0
leiden univ	000325302500002	4	0	0	3
leiden univ	000373538800476	9	0	0	4
leiden univ	000343308200028	8	0	0	8
leiden univ	000275117700012	7	0	0	7
tu delft	000413205800002	2	2	0	0
leiden univ	000340688300037	3	0	0	3
leiden univ	000316140600007	15	0	0	1
leiden univ	000314814400007	6	0	0	4
leiden univ	000285185500058	13	1	0	6
tu delft	000288970900097	9	2	0	0
lumc	000299291100057	6	0	0	2
leiden univ	000307500200040	7	0	0	1
leiden univ	000317892500009	16	0	0	2
tu delft	000312623600010	4	4	0	0
leiden univ	000386783800010	10	0	0	3
leiden univ	000301518200004	9	0	0	7
leiden univ	000401523100026	1	0	0	1
leiden univ	000296524200012	2	0	0	2
leiden univ	000319025200117	6	0	0	6
tu delft	000289341500052	10	3	0	0
leiden univ	000356101400022	6	0	0	1
leiden univ	000392167400006	3	1	0	0
tu delft	000367022000034	5	1	0	0
leiden univ	000257636300006	3	0	0	3
lumc	000310103600310	8	0	0	1
tu delft	000382995300001	11	1	0	3
leiden univ	000346257800002	3	0	0	2
leiden univ	000306445300014	7	0	0	1
leiden univ	000339975400002	2	0	0	0
leiden univ	000259940600018	6	0	0	6
tu delft	000323691100008	2	1	0	0
leiden univ	000376266600015	9	0	0	7
leiden univ	000283819600007	8	0	0	2
tu delft	000347590400049	4	4	0	0
tu delft	000288934100003	3	1	0	0
leiden univ	000411480300015	6	0	0	4
leiden univ	000402489300011	5	0	0	3
leiden univ	000370538200026	7	0	0	2
leiden univ	000355924200013	8	0	0	8
lumc	000331587903358	8	0	0	8
leiden univ	000340204300027	6	0	0	4
leiden univ	000408309600001	5	0	0	5
leiden univ	000335328500005	2	0	0	2
tu delft	000299158100002	3	3	0	0
leiden univ	000400151400003	4	0	0	3
leiden univ	000254658000044	5	0	0	5
leiden univ	000346896500008	8	1	0	7
leiden univ	000413181400161	1	0	0	1
leiden univ	000311713200019	41	0	0	17
leiden univ	000309487100007	9	0	0	9
tu delft	000382229700108	5	4	0	0
tu delft	000311911100003	8	2	0	0
leiden univ	000293755000073	13	0	0	1
leiden univ	000290079300005	4	0	0	1
leiden univ	000259732500004	4	0	0	2
lumc	000373357601369	20	0	0	2
leiden univ	000259147000002	11	0	0	4
tu delft	000399247700014	2	2	0	0
leiden univ	000275595700022	4	0	0	1
leiden univ	000294503900004	5	0	0	5
tu delft	000413141500021	5	1	0	0
tu delft	000330909600011	7	1	0	0
leiden univ	000363538500041	3	0	0	2
leiden univ	000340103400004	13	0	0	5
leiden univ	000399534600006	16	0	0	1
leiden univ	000347160600021	8	0	0	4
tu delft	000299407400005	4	4	0	0
leiden univ	000414580900020	14	0	0	3
tu delft	000402090300019	3	3	0	0
leiden univ	000382999300012	15	0	0	2
tu delft	000340685600071	8	5	0	0
leiden univ	000326764800009	6	0	0	5
tu delft	000335625000011	3	1	0	0
leiden univ	000323865800422	9	0	0	4
leiden univ	000378523300004	4	0	0	0
leiden univ	000315125800006	3	0	0	2
tu delft	000356195700024	5	2	0	0
leiden univ	000280241700096	5	0	0	5
leiden univ	000384747900030	6	0	0	1
tu delft	000281077900005	4	1	0	0
leiden univ	000340410200009	3	0	0	1
leiden univ	000403150300004	1	0	0	1
tu delft	000280867500006	4	1	0	0
leiden univ	000264167200001	4	0	0	4
tu delft	000309497200069	10	4	0	0
leiden univ	000340098700002	2	1	0	1
leiden univ	000297318700015	13	0	0	1
tu delft	000314002900012	3	3	0	0
lumc	000331833603430	6	0	0	6
tu delft	000297394700045	6	1	0	0
tu delft	000351742700003	5	2	0	0
tu delft	000267599500006	3	3	0	0
tu delft	000304573800009	1	1	0	0
leiden univ	000402313500036	3	0	0	2
leiden univ	000353525800026	9	0	0	1
leiden univ	000387058900005	12	0	0	1
tu delft	000299448500012	4	3	0	1
lumc	000299096200010	5	0	0	3
leiden univ	000398682900008	7	0	0	7
leiden univ	000265232800005	13	0	0	1
leiden univ	000301018200021	7	0	0	3
leiden univ	000341839800158	4	0	0	1
leiden univ	000266782400076	14	0	0	1
leiden univ	000289966900007	5	0	0	2
leiden univ	000300935200005	5	0	0	0
tu delft	000276300700178	2	2	0	0
tu delft	000317449000032	2	2	0	0
tu delft	000388450500009	2	1	0	0
leiden univ	000253185300005	7	0	0	3
tu delft	000357125300022	4	0	0	0
tu delft	000417944300001	3	0	0	0
leiden univ	000367921000003	8	0	0	1
leiden univ	000301614500007	1	0	0	1
tu delft	000380117400021	4	1	0	0
leiden univ	000395035100006	16	0	0	1
leiden univ	000353930700073	5	1	0	1
leiden univ	000396158200001	36	0	0	1
leiden univ	000209701405387	16	0	0	1
tu delft	000394328400018	3	2	0	0
leiden univ	000286733000006	5	2	0	3
leiden univ	000374788800064	5	0	0	2
leiden univ	000275698000005	6	0	0	1
leiden univ	000380852100001	9	0	0	2
leiden univ	000380288302288	6	0	0	2
leiden univ	000328189800004	2	0	0	2
leiden univ	000254591700017	9	0	0	1
tu delft	000306633900006	3	2	0	0
leiden univ	000323558100014	13	0	0	1
tu delft	000406385200007	5	1	0	0
tu delft	000346906400008	4	1	0	0
leiden univ	000267510800007	7	0	0	2
leiden univ	000287800400001	2	0	0	2
tu delft	000343016400064	6	3	0	0
leiden univ	000280164800104	4	0	0	4
leiden univ	000263833600001	6	4	0	2
leiden univ	000276998800017	7	0	0	2
leiden univ	000318693500001	3	0	0	0
lumc	000411869400082	4	0	0	3
tu delft	000412607200022	3	2	0	0
leiden univ	000293336500031	10	0	0	7
leiden univ	000275805000015	4	0	0	1
tu delft	000338032800010	4	4	0	0
tu delft	000385697600012	6	6	0	0
leiden univ	000351275200098	1	0	0	1
leiden univ	000371597102311	10	0	0	10
leiden univ	000323471800022	4	0	0	4
tu delft	000339528800001	6	1	0	0
leiden univ	000271275400022	12	0	0	6
leiden univ	000344178400002	1	0	0	1
leiden univ	000357441000001	3	0	0	1
leiden univ	000302808200004	6	0	0	5
tu delft	000330257500003	2	2	0	0
tu delft	000302093500019	8	1	0	0
leiden univ	000330754300019	7	0	0	1
leiden univ	000357764300016	10	0	0	1
tu delft	000270383300076	2	2	0	0
leiden univ	000308015500016	5	1	0	4
leiden univ	000361299700002	5	0	0	4
tu delft	000334266800013	1	1	0	0
tu delft	000380590600013	2	2	0	0
leiden univ	000302815500011	9	0	0	9
leiden univ	000329609000041	4	0	0	1
leiden univ	000405369700075	16	0	0	1
leiden univ	000413181400410	8	0	0	1
leiden univ	000329822500001	3	0	0	2
leiden univ	000264611400001	8	0	0	1
leiden univ	000361601100208	12	0	0	3
leiden univ	000334051400004	4	0	0	1
leiden univ	000352201400034	10	0	0	9
leiden univ	000298404300008	4	0	0	4
leiden univ	000342142300037	7	0	0	7
leiden univ	000254359200819	9	0	0	1
tu delft	000252612100006	2	2	0	0
leiden univ	000404057600028	6	0	0	1
tu delft	000370106700015	3	1	0	0
tu delft	000375093800317	5	5	0	0
leiden univ	000326203300050	5	0	0	1
leiden univ	000329462700033	5	0	0	0
tu delft	000418893200008	5	5	0	0
leiden univ	000304181200007	8	0	1	6
leiden univ	000369406600002	3	0	0	1
tu delft	000269850700007	5	1	0	0
leiden univ	000406055300002	5	0	0	1
leiden univ	000269341100005	8	0	0	3
leiden univ	000409293600023	3	0	0	1
leiden univ	000321403100035	1	0	0	1
tu delft	000393351500006	2	2	0	0
tu delft	000295386800055	5	4	0	0
tu delft	000401680100026	5	3	0	0
tu delft	000265361600002	1	1	0	0
tu delft	000265160700010	8	1	0	0
leiden univ	000332306700191	11	0	0	1
leiden univ	000368721400035	22	0	0	1
leiden univ	000400582700008	2	0	0	0
leiden univ	000411186503696	1	0	0	1
leiden univ	000270385400034	1	0	0	1
tu delft	000338392000003	4	4	0	0
tu delft	000276019200010	7	1	0	0
leiden univ	000354153600002	2	0	0	2
leiden univ	000356329900183	11	0	0	2
leiden univ	000309523700007	7	0	0	1
leiden univ	000366660400001	12	0	0	2
tu delft	000269066200005	5	2	0	0
tu delft	000296070400013	3	2	0	0
tu delft	000269040900008	6	2	0	0
leiden univ	000292628800005	4	0	0	1
leiden univ	000288156400021	12	0	0	11
leiden univ	000318568000001	8	0	0	1
lumc	000289779400002	4	0	0	2
leiden univ	000274878900013	8	0	0	1
leiden univ	000298976300006	7	0	0	2
leiden univ	000284838900020	5	0	0	1
tu delft	000258698400007	2	2	0	0
leiden univ	000318436500014	1	0	0	1
leiden univ	000308373800006	4	0	0	3
lumc	000316283100002	9	0	0	3
leiden univ	000302749200128	29	0	0	1
tu delft	000405828800004	3	3	0	0
leiden univ	000273310200004	2	0	0	2
leiden univ	000384325900003	3	0	0	1
leiden univ	000383927800125	9	0	0	5
leiden univ	000398468400003	10	0	0	8
leiden univ	000324963400004	6	0	0	6
tu delft	000256303800038	4	2	0	0
tu delft	000296066600009	4	4	0	0
tu delft	000298010800022	5	2	0	0
leiden univ	000373805700010	1	0	0	1
tu delft	000267259100029	8	1	0	0
leiden univ	000368445700024	13	0	0	1
tu delft	000317408500001	7	1	0	0
tu delft	000311472700004	6	2	0	0
leiden univ	000379840900053	23	0	0	1
leiden univ	000263847000004	9	0	0	1
tu delft	000367918800002	5	1	0	0
tu delft	000274962400009	5	2	0	0
lumc	000208855801148	2	0	0	1
