to	from	weight
19259583	2978731	1
40538329	36532677	1
17272520	43905518	1
14893743	24038481	1
28482485	8014871	3
19068275	19538108	1
43170266	240793	1
4114573	26579391	1
42067314	47812470	1
40436258	31630166	3
33208381	51507663	1
1317684	40046964	1
28146263	25609653	1
11804150	5021107	1
23942977	14893743	14
27305634	28310583	4
48208002	28288210	1
51580658	17159213	2
38221693	176533	1
34245232	41068682	1
44525674	1626609	1
39131385	13712718	2
27305634	29885716	1
15971006	30093176	1
14776072	9033513	1
20519001	37786086	1
30610207	8924600	1
28007960	14966817	9
41363601	25284555	3
6732714	32933182	1
39988957	34184386	2
14468031	14150949	1
14776072	35023661	2
24283009	13020740	1
26007786	21558803	2
20073700	17001211	6
1600218	49804602	1
42519147	47249469	1
43267666	22937325	2
20435115	10432427	1
33440320	12700876	5
21737493	21630199	1
30499797	4028605	2
37751247	6765518	2
39331732	26060235	2
49392087	2512795	1
36696923	46214428	1
26615337	14178427	1
4071712	37675890	1
1295703	30819069	3
20047024	45978433	1
11853005	50472272	2
45138644	12948963	1
27182684	22360362	1
2996909	22113888	1
1126886	26907017	1
14526602	40016359	1
2503048	33488423	1
27301379	29226350	2
5641040	1841729	3
3474352	6212581	1
15542924	9423794	2
8660969	6746886	1
20915824	20096149	1
42678854	35080632	1
28472873	38620500	1
10528483	42592946	1
49426551	33440320	1
26557841	19218995	1
5437202	30225958	2
46542572	13469816	2
2953534	43013275	1
15074517	41289241	1
25822240	19475481	1
10901708	40796915	1
6746886	11957006	1
10843591	46268944	2
9049458	34208046	1
31675876	5885667	1
32853064	39127841	1
32515915	14878665	1
15693824	49384891	1
9238564	23895379	1
36806936	28100139	1
25380980	33831172	5
39331732	43130919	1
15971006	41404379	6
16635744	34452634	1
24083568	20996491	1
5891340	45717564	1
19664892	20740575	1
34186674	51565162	1
43302831	38620500	1
18073567	7761029	1
14055009	43525927	1
43236593	2744727	1
6398561	10365531	1
34108223	6124208	2
17684100	42396644	1
33326481	1296328	2
29537729	20727742	1
20409640	13837462	1
18473715	34170273	1
32762861	47571636	1
42547210	20147583	1
19427891	29402329	4
34726588	39159961	3
3836364	42562048	1
10365531	6194746	2
48209144	42414289	2
10761858	8303005	1
28790787	2978731	1
26219115	15305501	1
40538329	36521390	10
38967719	35059297	2
7279683	24840418	1
41063558	21127960	1
29554109	35325665	1
25735692	1422536	1
15402964	11516994	1
16100258	4927747	1
33800547	13426700	1
20753337	26744123	1
13128759	8645676	1
41948676	37665885	1
23254357	47148734	1
32064052	9040282	1
27237804	19743283	1
16508186	35827574	1
28234947	1191122	4
21454349	33072551	2
16029257	8645676	2
44686806	47041330	1
47257346	19041665	2
13840727	39988957	1
42106169	23406690	4
35542630	16958389	1
18939563	8042154	1
9258058	51565162	1
29345127	21722074	1
41941182	24809956	3
3057532	42562048	14
34604711	2501456	1
45446438	40891565	2
49120002	5437202	1
480781	25380980	5
15220745	43230235	1
43230235	43991273	6
28725631	42233430	2
6124208	51507663	2
34418279	33766499	1
37508293	41041437	2
6408313	8709346	1
23974587	19036643	1
47812470	7553648	3
45822227	38378678	1
51186447	13469816	3
41004060	21013567	4
16441789	44525350	2
22779723	28588562	2
40771974	351584	1
24405456	47721010	2
12892815	5021107	1
35981464	36468832	1
37319218	28906479	2
31835654	3740076	1
32981127	38305723	1
31963576	2469932	1
21880294	8664867	1
19195734	11972142	5
41626580	6279724	1
9557261	5390332	1
37675890	15544358	2
26232630	51507663	1
49213970	16693442	1
5967247	7690011	1
37909300	26988865	1
14893743	34227906	1
6151026	45871055	1
969535	15573442	1
20507823	23939856	1
10355435	33892282	1
47313262	1626609	2
39153720	25898428	6
22898435	45384564	3
45323422	25821331	1
15220745	6178782	1
24015086	29068603	1
43848023	23121689	1
18133422	9505054	3
6735763	22804532	3
40202553	3563111	1
35872928	4649772	10
33301422	27978691	3
23010552	30162688	1
31675876	8951050	1
26587299	22371030	53
45764804	49666483	1
31259881	602506	1
7048447	50946330	1
21908506	27403179	5
26219115	49797839	1
29475887	45190710	1
1407326	38610175	1
7918928	34672524	1
32961611	31817395	2
1920558	28689222	1
8481075	2324021	10
30216653	37551828	1
48016263	9657750	1
28007960	45276654	1
24606429	30296692	1
34674190	11169941	1
7918928	2767070	1
14986725	10816493	1
1806170	2581730	1
43353706	8014871	9
21722074	32696383	1
7504402	19152553	2
43230235	23454729	1
11148662	45682053	1
1152346	21880294	1
33827967	40847747	2
10816493	42072697	1
27483362	3015204	1
51251455	47027953	1
13020740	13512386	1
24056494	47257346	1
3740076	30490622	1
30084098	30176103	1
35283296	1519619	1
35498490	635599	4
9718816	40040144	3
1795539	35199268	1
43658252	26587299	9
7467777	20727742	2
14766374	39048977	2
20464308	9501539	8
41139446	28875301	1
12870810	4615099	1
22422173	12948963	4
38104106	36402444	1
610641	24999141	1
1051796	41897041	1
8491755	26907017	1
2303112	50906520	1
36073548	36699079	1
13837462	20409640	1
23373793	51330433	1
27239385	10075364	1
34855476	14966817	1
15219091	45386161	1
14423923	45833557	1
14886050	19280446	1
45531307	32527361	1
24627099	14188129	8
42646650	40430459	2
37567108	9484585	1
14966817	30499797	1
37433131	11995267	1
1883016	38623749	1
45163186	7484308	1
23010552	48084433	1
13530630	41709647	2
20260809	27182684	1
12862764	2938719	1
17977947	8137467	1
20924881	49391538	1
24365089	43402286	1
32848718	11846208	2
9206642	33326481	2
50246434	35861256	1
25517369	43262943	5
18507234	17159213	1
37079901	8660969	1
46539562	28007960	7
9964636	25716732	1
39838345	42645923	5
15971006	13840727	1
1964069	4104924	2
11169941	14559163	3
15121874	17461947	1
35355490	6255052	1
50200370	10078112	1
24916133	18184544	1
2581730	1804672	1
51339126	41922415	1
28472873	30084098	2
16683434	12143654	2
13935331	48004110	1
11853005	30030582	3
37807640	27284900	1
23859294	32853064	2
51359149	17461947	6
6518850	51073777	1
35327689	12962847	1
41906787	15563742	2
35199104	8867573	3
51153637	30980087	1
21247104	43170327	2
38997102	14893743	3
24801248	45914519	1
42759036	1023857	1
13794609	33209750	1
9657725	5292666	9
8237590	12346497	2
34227906	3930469	1
37450772	41626580	1
9067143	39503295	3
18857164	41941182	2
30872368	4024836	1
16445104	51565162	1
45782475	48503842	1
15971006	48135327	3
5390332	5292666	2
1407326	51314451	51
39132219	16998791	2
29501066	1618441	1
44378698	51009352	1
23590578	34227906	1
2744727	19913008	1
38231440	16707487	1
8955874	49444809	1
21750331	19743283	2
49665069	3159874	1
17681436	10173117	1
33800547	18857164	1
24233775	29113203	3
34855476	46036324	1
874276	8740070	2
15971006	17977947	1
18228227	33209750	1
15915945	32141806	4
17740862	22934240	2
1969148	36817415	1
45896829	15971006	1
45177272	18921468	1
41822190	42848879	1
40329324	23562392	1
48375775	29211362	1
44970314	24575966	2
33800547	4649772	1
43170266	4437308	1
27689072	14350972	3
41038950	43645248	1
49984237	39059060	1
16938545	49885537	1
12734636	16441789	1
38305723	42081749	2
48499315	32890404	1
35012473	39691056	2
46289743	49057623	2
6702353	50373155	2
48541756	23932372	1
17579919	24795053	2
49405219	48131432	1
24048708	41941182	1
23409125	18102020	1
13563946	19263249	1
31259881	26907017	1
39331732	42284409	1
30092081	35603451	4
18775612	27790208	3
13394943	17525078	4
20889593	30707535	1
28588562	13650011	1
19882354	12100688	6
34164256	10078112	1
28230500	11124148	4
25380980	6765415	4
2581730	1809060	1
23870591	22566865	2
40891565	45446438	2
45168202	28468378	2
45723113	2294179	1
30084098	45717029	2
51357795	23004332	8
4649772	2946495	5
30084098	3178919	1
28509381	51565162	1
2950613	5641040	1
43204348	6312425	1
2109082	31955763	1
27487488	50275241	1
47923965	19203253	1
46019993	47022550	4
31424140	33488423	3
19093609	8830438	1
33010639	9557261	1
9654078	21009435	1
2080681	17887928	1
7634743	33164074	2
14966817	33440320	1
48956735	2534594	3
24606429	46098399	11
20787860	13541346	1
24405456	27965621	6
37320698	38761980	3
22422173	1618060	1
3737639	41821864	3
21558803	17177285	1
12663027	47531681	2
50396154	47871913	9
15698572	18506715	1
16633910	43912302	2
34637708	23654711	3
13650011	14941681	7
36270419	1191122	4
36402020	35968748	1
9155250	9501539	1
1298479	44041260	1
7965926	17252593	1
23406690	3486228	1
14705520	14694851	1
40994916	21022844	2
4649772	22107124	1
33488423	8329513	1
26324104	21558751	1
25270235	16290424	3
11777513	22646406	1
41524655	18435501	1
7965926	45138878	13
42123022	32762861	2
532462	8646924	1
43353706	20478332	1
42081502	19259107	1
31209761	8237590	2
16693442	49196184	1
18850507	40760813	1
16510044	21908506	1
22666089	7553648	1
6111285	22337286	1
51114439	15479790	3
27954310	24635618	6
17874367	37926425	2
22113888	41346174	1
34688921	7939396	8
22474182	2390826	2
20761352	9538841	1
27403179	8237590	1
27403179	23001332	8
17187372	42146511	2
41041437	37508293	2
29202890	27457546	1
33069911	28145115	3
46889353	29894507	1
6218047	38318370	2
21301269	16938545	1
22685997	45822227	1
11060713	1251056	3
2953534	18435501	3
17901713	30799752	1
49840060	15170269	1
23694506	26587299	1
36684862	38344016	1
38620500	37298966	4
44797740	12892815	5
12238123	31504339	2
19133580	22524052	1
35994086	13020740	4
48084433	12512378	6
44068159	38275732	5
7969033	39943633	4
43933885	7921298	1
14776072	2512795	6
26982222	39988957	4
34026495	11222556	1
8863989	32453200	1
24660626	22414470	2
15217753	37772226	1
34710466	38417677	1
33533833	979453	1
4381090	38878941	1
36342792	14893743	1
45446438	9728130	3
39811069	2543951	1
26854231	789044	1
4649772	41343788	1
21346870	24283009	1
10365531	36230764	1
50577583	37607456	1
29925569	2598228	1
40134581	8312951	1
20096149	13982966	1
11019637	32103857	1
9043957	34597644	1
23693284	31259881	1
25627788	34817204	1
2563631	29164225	1
17187372	6251603	8
28790787	20147594	4
5554415	1573974	2
28288210	50839549	3
32320127	41821985	1
38997102	5084354	2
42547210	32159707	1
17080835	3030866	2
39453798	10843591	4
19729073	18473715	1
3994091	35437337	1
26582831	33800547	1
32543101	16053763	2
26587299	12634424	3
51251455	51330433	2
42562048	22433248	3
32602315	35203033	1
41573502	35096609	1
12777231	48682274	1
10888544	42678854	1
12057222	32527361	1
22286535	961156	1
9619945	12862764	1
23010552	18881131	1
48682274	39548131	2
7185347	6471995	1
18740699	16469405	1
18736492	4834536	2
390309	13530630	1
45257160	9067143	2
33916285	32496790	2
13753295	14941681	3
49709315	15657295	2
23455795	44068159	1
28790787	42547210	11
15159571	47871913	3
31077247	17272520	2
41289241	6390761	10
25445042	1618060	5
22630040	44112070	1
50976908	47225863	2
1791959	45026519	1
36806936	44041213	2
8454129	47449214	1
17316341	2581730	1
47721010	23533192	1
41685387	8167987	2
50376085	43991273	1
43639043	11110325	1
26470492	43499954	1
12476414	13469816	1
47514547	18939563	1
15571951	14592532	1
22807793	28181413	2
20197178	28354742	1
40525678	44031311	1
4587269	17105782	14
32778083	40046964	9
6894524	47495401	1
10843591	16182999	1
7965926	48084433	5
46986275	34227906	1
5021107	38177140	2
34164256	37074412	1
25483199	38400402	1
23122383	5332562	1
13969037	42452854	2
37880602	7185347	1
51357795	8793625	1
50056445	24010735	1
19129800	20507823	6
28265695	12679787	2
9880670	22977241	3
46271996	28007960	4
10838597	46174115	2
23123204	35244283	2
5396209	26587299	3
17116261	12587606	1
2469936	21443770	1
13804210	49322297	1
24840418	7279683	1
16961797	45982926	1
28682053	49391538	1
21558751	980459	9
33827967	3016818	1
24501364	28007960	2
26292525	42052169	2
2445119	40844595	1
20147583	28790787	3
11673208	28472873	1
21558803	1802120	1
21963404	45057745	1
33010639	34160633	4
24635668	34108223	3
25443214	41918777	2
951817	14589606	1
45446438	37704690	2
3861080	4649772	1
47838292	45507273	1
33783018	22977241	1
6655596	50340442	2
5641040	1804303	1
34137051	42996937	1
23522193	20435115	1
41139446	15217753	1
33072551	34430814	2
26587299	46386623	1
46749957	4081205	1
42276919	29677151	1
48086076	7416923	2
16276729	41032689	1
16752926	14999930	1
45330876	30109504	1
22154407	21819968	1
25641333	28074351	1
48384427	46611067	1
41028506	28726113	1
30146078	10384045	2
31374035	11357887	1
18939139	47858434	2
37926425	24097587	1
22415084	6631672	3
13723858	30084098	4
12794321	11060713	2
45717029	11131349	1
19293262	19296141	1
48018126	14764042	1
48503842	12948963	2
1879018	14766374	2
35461633	28091154	1
46333093	48049903	2
41352306	27787915	1
14423923	7594511	9
676994	31675876	1
3438618	41342298	1
46036324	21558751	1
39704019	18124705	1
35023815	32958442	1
11801949	44147876	1
32762861	31553069	2
30175601	38305723	1
6869859	45270167	1
31237542	40607699	1
6796252	33831327	1
38400225	39666543	1
22665338	24663454	1
33874066	18473715	2
21386410	41370362	4
23454729	44068159	1
23594464	23793223	1
4518519	3438622	1
25735692	38507356	1
42012841	44749603	1
13794609	43204348	1
49957565	9026626	1
51291470	3656321	1
8924600	25907422	1
6911773	1286845	1
27978691	20901374	1
14873753	19744701	1
8969471	1219217	10
7965926	46529856	1
35985668	44556328	1
1176303	50381251	1
23036327	19292916	1
20147594	8042154	1
15219515	33440320	1
1954605	35916956	1
45384564	21712260	1
12392841	39669617	4
9657725	15845671	1
22977241	50993866	3
8294253	43525927	1
14925219	37641042	1
1286845	6911773	1
41242951	51018484	3
24947799	43328035	1
8740070	874276	2
42233430	16752926	1
18836939	40895831	1
10034241	21009435	1
15858351	28007960	1
31588215	14305620	1
27403179	41941182	1
34541412	41554103	1
48541756	13935331	1
23694506	10442956	1
31588215	29191677	1
1618441	21880294	2
43276008	7847213	2
50340442	45785388	1
15075912	5641040	1
41177151	44573273	2
41571458	43658252	7
26175961	1407326	4
35199268	24635679	2
28838430	19648926	1
5542836	23485291	1
50839549	38406067	1
46675841	12531120	1
43994647	19305862	1
7969033	12057222	9
18857164	34726588	2
46497240	38669641	1
45583731	20464308	1
45138878	29339901	1
3975446	12862764	3
22422173	26126603	1
19984154	46231629	1
36692540	18284931	1
21581936	17465457	1
41041437	34646023	16
44525350	35861256	2
10896750	7739487	3
37343801	19984154	1
38940899	29949729	1
45864002	13530630	1
17461947	4690012	8
17424345	18193745	1
8924600	42504046	1
24697037	31028466	1
12206522	31228324	1
51240379	44476612	1
9557261	28790787	1
24011907	8830438	2
19475481	34855476	1
15402964	16800969	2
7965926	30823371	7
22934240	17740862	2
27683948	7847672	1
5021107	11804150	1
28328137	18044400	1
14772367	8955894	1
25995175	35534987	1
37641058	1023857	3
50993866	21087305	5
17105782	26718769	1
26855226	3117686	1
17746616	30084098	1
14141107	38196634	1
41754284	32530375	1
7046093	42562048	1
15915945	7965926	6
4024836	33924165	3
15698572	20745344	1
3975446	22122362	1
35278035	26732722	1
34166833	46174115	1
35124647	33916285	1
12370133	30430056	2
25437798	21908506	2
39331732	8648988	1
44522359	45062470	1
47871913	17651248	1
42681924	24850125	1
40687804	9728129	2
23939856	22980105	1
45183111	45209008	2
37119595	25064143	2
46337908	1051796	2
28622814	37208860	2
35890637	10064371	1
31113718	1791959	1
47226508	14356755	1
49804602	43204348	59
5293463	8237590	1
37675890	98174	1
15159571	4690012	1
8223904	19154779	1
10756203	8740070	1
26907017	1594954	1
10326813	38920051	1
14154841	43643809	3
13725392	5021107	15
28726113	10087844	1
42766465	34750427	2
33184755	14766374	1
27787766	32382559	1
351584	37490846	4
34502740	16226972	5
25910781	28145115	2
12682617	8740070	1
28682053	19421471	2
30819069	43247144	3
11611866	50472580	1
8969471	17899264	1
24034168	7965926	1
24233775	50220095	1
31817395	48377881	16
21013567	51507663	1
13935331	13681668	4
16662064	31237542	1
15980698	32962498	1
19664892	14772367	3
12370133	44477644	1
8270654	14154841	1
33826261	43384006	1
16968071	31040298	1
3503821	9810978	1
7969033	6765518	3
31400609	13589104	1
7847672	13613272	3
31043749	7134753	3
6765518	17901713	2
2240951	10263230	1
14772367	19702991	7
30128063	45270167	2
43095785	19388847	1
19259583	24644811	1
24809956	34477383	5
10604567	48904501	1
3154060	39048977	1
10748214	6278922	1
51565162	21014689	3
18881131	30162688	1
27684490	15971006	1
30149404	4886195	1
5603700	41324704	1
50472580	36276415	1
49804602	19104480	3
50817848	5221446	1
46263747	50849161	1
49057623	34541412	1
24233775	44797740	2
39909161	20415266	3
22337286	27658577	1
1745432	4118276	1
46679598	14545647	2
2324021	18611244	1
23806422	2978731	1
23122383	1618060	1
5292666	39453798	1
7965926	33208381	1
47178873	47571636	1
19129800	26567449	2
17977947	26554401	5
34672471	33442624	1
8662932	28074451	1
30430056	5377048	1
32733055	47403136	5
41903598	16930419	1
1176303	47974333	8
16629963	5625470	1
48811338	4265816	2
12936926	22422173	1
11778281	5926274	2
34861589	42016773	1
45386161	9583144	1
598018	22107124	1
17098936	8312951	1
35548656	24531725	1
18665402	27258780	1
10992597	2390605	1
21717522	32357030	2
14244180	29075388	1
14966817	43387731	1
34101003	45889592	1
47813107	11801949	2
32733041	28468378	11
25794676	30176103	1
34777943	3562239	1
25370226	19293262	1
12134494	6279724	1
847696	39390420	1
7939396	37116319	1
37924475	7962624	2
12392841	51039109	4
24233775	25380980	3
17679050	4265084	1
51098540	42996937	3
37146403	42562048	3
5930607	32100124	1
35542630	43639038	2
1603802	22422173	1
15856002	46613782	1
14801900	28472873	2
40687804	45384564	4
22898435	14779880	1
38323466	9914133	1
50944644	33800547	1
5641040	49878690	1
20894082	6220523	1
23606107	43743897	2
13712718	376049	3
42590840	2503048	2
1409043	45572174	7
10471095	45384564	2
27284900	29517723	1
49957425	9040281	1
30891085	18075357	3
1208448	17461436	1
32447467	38429063	1
31017198	25375363	1
2240951	26571391	1
13136630	35466409	1
532462	37527708	1
17977947	26912360	3
2324021	8332831	1
40801457	48589076	1
8528373	23034905	1
32189402	2576965	1
45280554	44291363	1
44984729	495734	1
11972142	42461035	2
28181413	398567	1
44038085	28790787	1
29202890	6138382	1
