Source;Target;Weight
4582259;10249146;1
51307185;10249146;1
19106755;10250922;3
34976263;10250922;3
35013997;10250922;3
38189993;10250922;3
5278796;10321571;1
47207948;10321571;1
333740;10323199;1
532464;10323199;1
5278796;10323199;1
17296857;10323199;1
28449422;10323199;3
30690285;10323199;1
35671468;10323199;1
36871407;10323199;2
39010878;10323199;1
47207948;10323199;1
50356306;10323199;1
37518071;10375818;1
38545025;10375818;1
40653858;10375818;1
12050142;10379790;1
12218350;10379790;3
14342548;10379790;3
28135860;10382863;2
6771411;10384049;1
33102802;10384049;1
32032263;10390693;1
47073798;10390693;1
24791984;10442967;1
29198886;10442967;1
13936119;10443241;1
18907879;10443241;1
23228011;10443241;1
440164;10460030;1
4583474;10460030;1
6481973;10460030;1
11786388;10460030;1
14984110;10460030;1
27033442;10460030;1
42687407;10460030;1
9857139;10484641;1
3242994;10587366;1
13866284;10587366;1
3122286;10606706;2
36597036;10606706;1
37518071;10606706;1
38545025;10606706;2
5278796;10606738;6
34499508;10606738;6
47207948;10606738;6
23125754;10616783;1
27775751;10616783;1
39119126;10616783;1
41138128;10616783;1
44778179;10616783;1
46243184;10616783;1
590638;10623782;1
904589;10623782;1
2259316;10623782;1
13097324;10623782;1
15091042;10623782;1
20746167;10623782;1
22178895;10623782;1
22672511;10623782;1
27086190;10623782;1
27756834;10623782;1
33594433;10623782;1
44491073;10623782;1
48409515;10623782;1
17842665;10670695;1
27010364;10670695;1
34551148;10670695;1
11065923;10670909;2
17112318;10670909;8
27923347;10670909;1
31985221;10670909;1
32784312;10670909;1
48806218;10670909;1
6306275;10685026;1
17227940;10685026;1
18247575;10685026;1
21449745;10685026;1
30149275;10685026;1
6172600;10783781;6
26802438;10783883;1
35581903;10783883;1
846553;10794205;1
28148757;10794205;1
3242994;10822710;1
1054694;10840645;1
37459221;10840645;1
49512559;10840645;1
50773716;10840645;1
21671838;10888249;1
416744;10904547;1
11068232;10904547;1
23479563;10904547;1
41636975;10904547;1
31083525;10912127;2
44190223;10912127;2
7562837;10917490;1
21415102;10917490;1
25200753;10917490;1
31838837;10917490;1
40802382;10917490;1
43336620;10917490;1
49580553;10980586;2
8113069;11065923;1
10670909;11065923;2
17112318;11065923;4
28066237;11065923;2
416744;11068232;1
10904547;11068232;1
48062892;11077725;1
26366328;11192173;1
26707294;11515166;1
45944775;11515166;1
21279845;11523623;2
18853490;11563640;1
9464165;11584892;2
28135860;11584892;4
42775691;11584892;1
24782072;11599020;1
35363995;11599020;2
37518071;11599020;2
40493740;11599020;2
44426262;11599020;1
50116201;11599020;2
440164;11618648;1
18853759;11618648;1
27033442;11618648;1
18395962;11629984;1
33409048;11668734;4
40151615;11668734;4
25569455;11673641;1
40151615;11673641;1
440164;11786388;1
4583474;11786388;1
6481973;11786388;1
10460030;11786388;1
14984110;11786388;1
27033442;11786388;1
42687407;11786388;1
1367402;11827143;2
3242994;11827143;6
5142685;11827143;9
5210814;11827143;1
5818336;11827143;1
11858873;11827143;1
12276413;11827143;1
14005081;11827143;1
15037237;11827143;2
15069269;11827143;1
15399663;11827143;1
16206256;11827143;1
16263575;11827143;1
16277903;11827143;3
17027549;11827143;2
18853759;11827143;9
26631063;11827143;1
27633050;11827143;5
32679979;11827143;4
34000544;11827143;1
34001160;11827143;1
34018552;11827143;1
34019347;11827143;1
34027300;11827143;1
41811651;11827143;1
42742232;11827143;1
46569455;11827143;6
47207948;11827143;1
48382310;11827143;1
48924623;11827143;1
49908183;11827143;2
11827143;11858873;1
4696200;12016614;1
8161746;12016614;1
12438964;12016614;1
24702457;12016614;1
25200753;12038640;1
31838837;12038640;1
2517566;12045166;1
4205038;12050142;1
10379790;12050142;1
12218350;12050142;5
14125399;12050142;4
14342548;12050142;4
24682239;12050142;1
25346656;12050142;4
26013137;12050142;2
28148757;12050142;4
46563529;12050142;5
49658465;12050142;5
2924431;12071549;1
6345495;12071549;1
17101871;12071549;1
28246132;12071549;1
47366373;12071549;1
416744;12173828;1
2495241;12173828;1
34571827;12173828;1
50407240;12173828;1
51290349;12173828;1
12526018;12196549;1
782890;12218350;1
10379790;12218350;3
12050142;12218350;5
14342548;12218350;6
24098716;12218350;1
32923382;12218350;1
44539002;12218350;1
46563529;12218350;1
49658465;12218350;1
17115721;12218352;1
28148757;12218352;1
37459221;12218352;1
